Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:24:050201:177,700.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 2.",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,430944.15,615.6345,,,,,нет,нет,нет,нет,да,да,нет,да,55.56600673076847,49.1753327135569
16:24:050201:33,2571.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 65.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1328686.63,516.7976,,,,,да,нет,нет,нет,да,да,нет,да,55.56258738990415,49.18357867514504
16:24:050201:32,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 63.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1957153.14,515.0403,,,,,да,нет,нет,нет,да,да,нет,да,55.56276247838405,49.18328479402181
16:24:050201:40,3207.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 44.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1693350.84,528.0171,,,,,да,нет,нет,нет,да,да,нет,да,55.5624040395159,49.181539643000015
16:24:050201:456,2160.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 42.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1144091.74,529.6721,,,,,нет,нет,нет,нет,да,да,нет,да,55.56268166466988,49.181876181413585
16:24:050201:477,1500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 38В",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,823666.5,549.111,,,,,нет,нет,нет,нет,да,да,нет,да,55.56308463437529,49.17978664958591
16:24:050201:522,1144.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, д. 42.",Частная,ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,613754.86,536.499,,,,,нет,нет,нет,нет,да,да,нет,да,55.56250883656162,49.18059043232678
16:24:050201:604,500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Солнечная, з/у 6А",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,318583.75,637.1675,,,,,нет,да,нет,нет,нет,да,нет,да,55.56311006129058,49.17258530757526
16:24:050201:95,1350.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 6",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,845746.38,626.48,,,,,да,да,нет,нет,нет,да,нет,да,55.56524901225472,49.172449035476724
16:24:050201:108,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 9.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1689223.53,597.53,,,,,да,нет,нет,нет,да,да,нет,да,55.567015350224516,49.17597042694244
16:24:050201:18,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 35.",Частная,Для ведения личного подсобного хозяйства c правом строительства жилого дома,ЛПХ,0,нет,16:24:050201,1651740.14,534.37,,,,,нет,нет,нет,нет,да,да,нет,да,55.565524302404626,49.18220526692864
16:24:050201:410,1437.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 25.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,885186.11,615.9959,,,,,нет,нет,нет,нет,да,да,нет,да,55.56612948876572,49.17516169079161
16:24:050201:451,636.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 30.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,345658.75,543.4886,,,,,да,нет,нет,нет,да,да,нет,да,55.56430205907744,49.1817458669585
16:24:050201:51,1400.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 22.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:24:050201,788405.94,563.1471,,,,,да,нет,нет,нет,нет,нет,нет,да,55.5651402251903,49.18123765812515
16:24:050201:543,1301.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 3а.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,804444.21,618.3276,,,,,нет,нет,нет,нет,да,да,нет,да,55.566698481926714,49.17368210030014
16:24:050201:580,1769.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский миниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская, д. 13.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1040325.2,588.0866,,,,,нет,нет,нет,нет,да,да,нет,да,55.567522103624455,49.17694816052354
16:24:050201:594,398.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальныйрайон, Никольское сельское поселение, д Пиголи.",Частная,для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,229970.13,577.8144,,,,,нет,да,нет,нет,нет,да,нет,да,55.56204400386465,49.17622971146039
16:24:050201:77,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 28.",Муниципальная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,2453793.32,591.28,,,,,да,нет,нет,нет,да,да,нет,да,55.56293680742397,49.176544304830664
16:24:050201:836,497.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,308953.14,621.6361,,,,,нет,да,нет,нет,нет,да,нет,да,55.5651936649597,49.17090250867549
16:24:050201:96,2000.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 8.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1250365.4,625.1827,,,,,нет,нет,нет,нет,да,да,нет,да,55.56566304371626,49.17207763397971
16:24:050201:109,2916.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 10.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1740610.56,596.92,,,,,да,нет,нет,нет,да,да,нет,да,55.5672289408804,49.17636991205798
16:24:050201:133,1172.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 3.",,Индивидуальное жилищное строительство,ДРУГОЕ,0,нет,16:24:050201,678055.56,578.5457,,,,,да,нет,нет,нет,нет,нет,нет,да,55.56846706631412,49.17636140620063
16:24:050201:169,909.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 8.",,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,530102.89,583.1715,,,,,да,нет,нет,нет,да,да,нет,да,55.56668320077099,49.18093576898414
16:24:050201:20,2641.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 39.",,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1414957.74,535.7659,,,,,да,нет,нет,нет,да,да,нет,да,55.56513355187767,49.182609700188735
16:24:050201:29,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 57.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1684629.05,518.35,,,,,нет,нет,нет,нет,да,да,нет,да,55.56338873233669,49.183053651448006
16:24:050201:421,1200.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 9А",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,683185.32,569.3211,,,,,нет,нет,нет,нет,да,да,нет,да,55.567897279371394,49.17799416255014
16:24:050201:401,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 32б",,Ведение подсобного хозяйства,ДРУГОЕ,0,нет,16:24:050201,544712.7,544.7127,,,,,да,нет,нет,нет,нет,нет,нет,да,55.56392954138055,49.18172696183629
16:24:050201:586,1110.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская, 13.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,631965.4,569.3382,,,,,нет,нет,нет,нет,да,да,нет,да,55.56758682559175,49.18143447276546
16:24:050201:76,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 30.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,865256.7,576.84,,,,,нет,нет,нет,нет,да,да,нет,да,55.562524380517104,49.176848627468445
16:24:050201:94,1331.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 5.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,834548.85,627.01,,,,,да,да,нет,нет,нет,да,нет,да,55.56513034195593,49.17280571328985
16:24:050201:30,3043.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 59.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1569102.87,515.6434,,,,,нет,нет,нет,нет,да,да,нет,да,55.56326044542885,49.18310966708316
16:24:050201:377,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 14.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,628147.0,628.147,,,,,да,да,нет,нет,нет,да,нет,да,55.56365599017822,49.173908189283274
16:24:050201:432,1448.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,835422.3,576.9491,,,,,да,нет,нет,нет,да,да,нет,да,55.568449585118444,49.18021409316589
16:24:050201:464,1249.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 48.",Частная,для ведения личного подсобного хозяйства (приусадебные участки),ЛПХ,0,нет,16:24:050201,657484.34,526.4086,,,,,нет,нет,нет,нет,да,да,нет,да,55.561929252433885,49.182022698190444
16:24:050201:538,1715.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 67.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,892013.0,520.1242,,,,,нет,нет,нет,нет,да,да,нет,да,55.56238571775849,49.183184010728034
16:24:050201:61,999.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 21.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,598057.14,598.6558,,,,,нет,нет,нет,нет,да,да,нет,да,55.56647587640707,49.17823498167857
16:24:050201:830,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,316304.95,632.6099,,,,,нет,нет,нет,нет,да,да,нет,да,55.56440549555415,49.171732187826144
16:24:050201:845,1500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,896681.25,597.79,,,,,нет,нет,нет,нет,да,да,нет,да,55.564513657563715,49.17600977172272
16:24:050201:103,3821.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 4.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,2348553.58,614.6437,,,,,нет,нет,нет,нет,да,да,нет,да,55.566829367937046,49.17407541645947
16:24:050201:129,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 7.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,705796.68,568.2743,,,,,да,нет,нет,нет,да,да,нет,да,55.56828730773027,49.17741572135803
16:24:050201:354,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Солнечная, з/у 12.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,636244.5,636.2445,,,,,да,да,нет,нет,нет,да,нет,да,55.56253248954495,49.17291083528525
16:24:050201:384,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Юности, з/у 11.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,637396.0,637.396,,,,,да,да,нет,нет,нет,да,нет,да,55.562423198456926,49.17230698466724
16:24:050201:445,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 61а.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,507295.1,507.2951,,,,,да,нет,нет,нет,да,да,нет,да,55.563090517331844,49.184219313287905
16:24:050201:474,787.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,437818.88,556.3137,,,,,нет,нет,нет,нет,да,да,нет,да,55.56308940830422,49.17837022429303
16:24:050201:62,109.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан, муниципальный район Лаишевский, сельское поселение Никольское, деревня Пиголи, улица Воскресенская, земельный участок 23А",,Под размещение магазина,ДРУГОЕ,0,нет,16:24:050201,84576.13,775.9278,,,,,да,нет,нет,нет,нет,нет,нет,да,55.566342357897156,49.177066657240765
16:24:050201:125,1051.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 11.",,для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,597694.66,568.6914,,,,,да,да,нет,нет,нет,да,нет,да,55.568557082840265,49.17814849265369
16:24:050201:134,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 2.",,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,694899.96,579.0833,,,,,да,нет,нет,нет,да,да,нет,да,55.56825724687799,49.17654839693107
16:24:050201:184,1673.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 18а.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,1023496.23,611.773,,,,,да,нет,нет,нет,да,да,нет,да,55.564039764685184,49.17488513116876
16:24:050201:387,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Солнечная, з/у 20.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,586073.7,586.0737,,,,,нет,да,нет,нет,нет,да,нет,да,55.5616768527261,49.17339302972906
16:24:050201:467,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 11а.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,614875.2,614.8752,,,,,нет,нет,нет,нет,да,да,нет,да,55.56631609249199,49.17141514506302
16:24:050201:525,1658.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка, д.15.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,899700.27,542.6419,,,,,нет,нет,нет,нет,да,да,нет,да,55.56245650467886,49.178992662654956
16:24:050201:581,1131.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская, д. 13.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,677463.57,598.9952,,,,,нет,нет,нет,нет,да,да,нет,да,55.56693024982268,49.17715230485879
16:24:050201:81,1500.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Чехловка, з/у 20а",,для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,912150.0,608.1,,,,,да,да,нет,нет,нет,да,нет,да,55.56379248282383,49.175187412308844
16:24:050201:848,1049.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Чехловка",Частная,Для ведения подсобного хозяйства,ДРУГОЕ,0,нет,16:24:050201,609477.29,581.0079,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.56357927151425,49.17663934952042
16:24:050201:126,,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Полевая, з/у 10.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,739884.81,568.27,,,,,нет,нет,нет,нет,да,да,нет,да,55.5684055426032,49.17828962605298
16:24:050201:147,240.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 8А",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,142756.15,594.8173,,,,,нет,да,нет,нет,нет,да,нет,да,55.567714996947785,49.1753994147682
16:24:050201:186,1200.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Закрьевская, з/у 7.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,751774.56,626.4788,,,,,нет,да,нет,нет,нет,да,нет,да,55.565504821824454,49.172299468776146
16:24:050201:356,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Солнечная, з/у 8.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,637396.0,637.396,,,,,да,да,нет,нет,нет,да,нет,да,55.56296030723824,49.172669698516
16:24:050201:380,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Юности, з/у 19.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:050201,594538.7,594.5387,,,,,да,да,нет,нет,нет,да,нет,да,55.56156754591965,49.17278928593101
16:24:050201:463,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Кавказская, з/у 48а.",Частная,для ведения личного подсобного хозяйства (приусадебные участки),ЛПХ,0,нет,16:24:050201,422785.36,528.4817,,,,,нет,нет,нет,нет,да,да,нет,да,55.56182683194986,49.180912055708525
16:24:050201:542,1569.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Никольское, д Пиголи, ул Воскресенская, з/у 3.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,960594.52,612.2336,,,,,нет,нет,нет,нет,да,да,нет,да,55.56707312441864,49.17345055658114
16:24:050201:578,1200.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Воскресенская.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,704511.96,587.0933,,,,,нет,нет,нет,нет,да,да,нет,да,55.56761268788131,49.17655527212853
16:24:050201:853,1225.0,Земли населенных пунктов,Учтенный,"Республика Татарстан, Лаишевский муниципальный район, Никольское сельское поселение, д Пиголи, ул. Кавказская",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:050201,677630.43,553.1677,,,,,нет,нет,нет,нет,да,да,нет,да,55.56415120235362,49.18021723646483
