Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:33:080302:47,1500.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район,  д Званка, ул. Дачная,  з/у 15.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2868139.8,1912.0932,,,,,да,нет,нет,нет,да,да,нет,да,55.80343478518569,49.3699981368079
16:33:080302:228,752.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, д Званка, ул. Трудовая, з/у 6А.",Частная,под жилую застройку индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1437015.9,1910.93,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80236753770162,49.36877286389903
16:33:080302:161,990.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, д Званка, ул. Просторная, з/у 15.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1852094.08,1870.8021,,,,,да,нет,нет,нет,нет,нет,нет,да,55.803642157736455,49.374096673736105
16:33:080303:112,715.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Званковское сельское поселение, д Званка, ул. Зеленая, д.10 а.",Частная,для строительства жилого дома,ЖИЛОЙ,0,нет,16:33:080303,1312179.08,1835.22,,,,,нет,нет,нет,нет,нет,да,нет,да,55.80321402538106,49.379976059124424
16:33:080302:605,739.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, деревня Званка, улица Трудовая, земельный участок 30А",Частная,Под жилую застройку индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1345745.75,1821.04,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.805518164314854,49.36992691651148
16:33:080302:210,848.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Просторная, з/у 7А.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1612294.51,1901.29,,,,,нет,нет,нет,нет,да,да,нет,да,55.80252155856316,49.37348150532851
16:33:080302:152,990.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Советская, д. 20.",Частная,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1847996.77,1866.6634,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80378423302773,49.37327715752206
16:33:080302:22,1536.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Советская, з/у 7.",,Для строительства дома и  сельскохозяйственного производства,СХ,0,нет,16:33:080302,2944567.45,1917.04,,,,,да,нет,нет,нет,нет,нет,нет,да,55.80252486512989,49.371509016618596
16:33:080302:130,1551.0,Земли населенных пунктов,Ранее учтенный,"Российская Федерация, Республика Татарстан, муниципальный район Пестречинский, сельское поселение Кощаковское, деревня Званка, улица Приозерная, земельный участок 49",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2839261.53,1830.6,,,,,нет,нет,нет,нет,да,да,нет,да,55.80427504067159,49.366467221651625
16:33:080702:509,140.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080702,241365.73,1724.0409,,,,,нет,нет,нет,нет,да,да,нет,да,55.807256190284946,49.38088373473437
16:33:080302:133,1501.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Дачная, з/у 26.",,Для строительства жилого дома,ЖИЛОЙ,0,нет,16:33:080302,2767153.39,1843.54,,,,,да,нет,нет,нет,нет,да,нет,да,55.805574774608935,49.37159943564095
16:33:080301:662,852.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 33А.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080301,1339901.21,1572.65,,,,,нет,нет,нет,нет,да,да,нет,да,55.808548277330054,49.37116698799198
16:33:080303:95,1209.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Овражная, з/у 4Б.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080303,2125969.44,1758.45,,,,,да,нет,нет,нет,да,да,нет,да,55.806770662781865,49.37941104382582
16:33:080302:481,1048.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Дачная.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1935594.27,1846.94,,,,,нет,нет,нет,нет,да,да,нет,да,55.80521421396207,49.37055377038229
16:33:080302:23,1483.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Советская, з/у 11.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2844015.54,1917.74,,,,,нет,нет,нет,нет,да,да,нет,да,55.80278266079197,49.37166166746212
16:33:080303:212,647.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Зеленая, д. 1 а.",Частная,Благоустройство территории,ДРУГОЕ,0,нет,16:33:080303,206854.18,319.71,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.803431365974895,49.37817004904665
16:33:080303:272,1653.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080303,2847343.25,1722.53,,,,,нет,нет,нет,нет,да,да,нет,да,55.806662520578904,49.38110661479581
16:33:080302:160,990.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, д Званка, ул. Просторная, з/у 17.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1852094.08,1870.8021,,,,,да,нет,нет,нет,нет,нет,нет,да,55.80383395278839,49.374181144058454
16:33:080301:173,1963.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 25.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:000000,3119823.58,1589.31,,,,,да,нет,нет,нет,да,да,нет,да,55.80834219696541,49.37391399121618
16:33:080302:539,430.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул.Дачная, 5.",Частная,для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,831534.3,1933.8007,,,,,нет,да,нет,нет,нет,да,нет,да,55.80214931352671,49.36986380565795
16:33:080302:85,1505.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение,  д Званка, ул. Трудовая,  з/у 54.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,2844639.18,1890.13,,,,,да,да,нет,нет,нет,да,нет,да,55.802740439147456,49.367235496553924
16:33:080302:635,800.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1483723.52,1854.6544,,,,,нет,нет,нет,нет,да,да,нет,да,55.80414788273789,49.375150799178726
16:33:080302:510,772.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Дачная, д. 19.",Частная,Для строительства жилого дома,ЖИЛОЙ,0,нет,16:33:080302,1453176.13,1882.35,,,,,нет,нет,нет,нет,нет,да,нет,да,55.80412114485199,49.37046478130072
16:33:080302:492,1601.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Дачная, д. 24.",Частная,для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,2953100.05,1844.53,,,,,нет,да,нет,нет,нет,да,нет,да,55.805261423327735,49.371395037986325
16:33:080302:164,1040.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Просторная, з/у 18.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1928840.58,1854.65,,,,,да,нет,нет,нет,нет,нет,нет,да,55.804372874718915,49.37522891018491
16:33:080301:609,225.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 33А/1.",Частная,для ведения личного садоводства,СНТ,0,нет,16:33:080301,129839.44,577.06,,,,,нет,нет,да,нет,нет,да,нет,да,55.80846168028455,49.37098641555885
16:33:080302:145,990.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Советская, з/у 34.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1802701.99,1820.9111,,,,,да,нет,нет,нет,нет,нет,нет,да,55.80512620140399,49.37387089194233
16:33:080710:54,800.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 28.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080710,1261854.56,1577.32,,,,,да,нет,нет,нет,да,да,нет,да,55.80993581461476,49.37018383135111
16:33:080702:450,804.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Романтика, 22А.",Частная,для жилищного строительства,ДРУГОЕ,0,нет,16:33:080702,1330890.71,1655.3367,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80613994520514,49.3827097644786
16:33:080302:227,919.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Просторная, з/у 3.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1759590.83,1914.68,,,,,нет,нет,нет,нет,да,да,нет,да,55.80193501998633,49.37325069428835
16:33:080302:148,989.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, д Званка, ул. Советская, з/у 28.",,Под жилую застройку Индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1823493.87,1843.7754,,,,,да,нет,нет,нет,нет,нет,нет,да,55.804542458626784,49.37361239933277
16:33:080710:145,1000.0,Земли сельскохозяйственного назначения,Учтенный,"Российская Федерация, Республика Татарстан, муниципальный район Пестречинский, сельское поселение Кощаковское, деревня Званка, территория СНТ Алмаз, улица Сосновая, земельный участок 5",,"Земельные участки, находящиеся в составе дачных, садоводческих и огороднических объединений",ДРУГОЕ,0,нет,16:33:080710,767730.9,767.7309,,,,,да,нет,нет,нет,нет,нет,нет,нет,55.80345977384768,49.364668426655385
16:33:080303:265,1187.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Придорожная, з/у 1А.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080303,2098482.11,1767.89,,,,,нет,нет,нет,нет,да,да,нет,да,55.80671918423485,49.37841420149124
16:33:080303:113,704.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Званковское сельское поселение, д Званка, ул. Зеленая, д. 10.",,для строительства жилого дома,ЖИЛОЙ,0,нет,16:33:080303,1292982.73,1836.62,,,,,да,нет,нет,нет,нет,да,нет,да,55.80323668658634,49.379685877785874
16:33:080303:31,1408.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Новая, д. 3.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080303,2536723.06,1801.65,,,,,нет,нет,нет,нет,да,да,нет,да,55.80512933182766,49.378361043577804
16:33:080302:515,1653.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район,  д Званка, ул. Трудовая,  з/у  12.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,3147671.53,1904.22,,,,,нет,да,нет,нет,нет,да,нет,да,55.80313013369601,49.369031258593594
16:33:080302:45,1490.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Дачная, з/у 7.",,Для ведения личного подсобного хозяйства и индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,2855376.85,1916.36,,,,,да,да,нет,нет,да,да,нет,да,55.802834975579536,49.36993407910841
16:33:080302:358,750.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 55.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,1385315.4,1847.09,,,,,да,да,нет,нет,нет,да,нет,да,55.80343506726449,49.3664015675396
16:33:080303:96,881.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Придорожная, з/у 19.",Частная,Под строительство и ведение личного подсобного хозяйства,ЛПХ,0,нет,16:33:000000,1539792.68,1747.78,,,,,нет,нет,нет,нет,да,да,нет,да,55.80727821034546,49.37908208260335
16:33:080303:68,799.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская  Федерация, Республика Татарстан,  Пестречинский муниципальный район, Кощаковское  сельское поселение, д Званка, ул. Зеленая, з/у 13а.",Частная,Под строительство жилого дома,ЖИЛОЙ,0,нет,16:33:080303,1495178.45,1871.31,,,,,нет,нет,нет,нет,нет,да,нет,да,55.80244818902595,49.37888850548364
16:33:080303:26,1910.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Новая, 13.",,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080303,3379717.69,1769.49,,,,,да,да,нет,нет,нет,да,нет,да,55.80547235297079,49.38038092957281
16:33:080303:240,1081.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Зеленая, 10Б.",Частная,для ведения личного подсобного хозяйства (приусадебные участки),ЛПХ,0,нет,16:33:080303,1989771.08,1840.68,,,,,нет,нет,нет,нет,да,да,нет,да,55.802712318599085,49.38013662536462
16:33:080303:20,1649.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Овражная, з/у 4.",,Для личного садоводства,СНТ,0,нет,16:33:080303,990861.18,600.89,,,,,да,нет,да,нет,нет,да,нет,да,55.80651215641092,49.379634735974214
16:33:080303:177,756.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 13/2.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080303,1424112.58,1883.75,,,,,нет,нет,нет,нет,да,да,нет,да,55.802111765063074,49.37760733414815
16:33:080302:93,1555.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район,  д Званка, ул. Приозерная,  з/у 38.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2835115.5,1823.23,,,,,да,нет,нет,нет,да,да,нет,да,55.805031366949684,49.367592750958416
16:33:080302:888,807.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д  Званка, ул. Трудовая, з/у 16а",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1517902.52,1880.92,,,,,нет,нет,нет,нет,да,да,нет,да,55.80384630470824,49.36923992427742
16:33:080302:74,1100.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Трудовая, з/у 13.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2067647.12,1879.68,,,,,да,нет,нет,нет,да,да,нет,да,55.80342700894777,49.36814459210914
16:33:080302:623,500.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Дачная, з/у 20А.",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,935004.9,1870.0098,,,,,нет,нет,нет,нет,да,да,нет,да,55.80431409309739,49.37148299729517
16:33:080302:621,508.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Строителей.",Частная,Ведение личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,949964.98,1870.01,,,,,нет,нет,нет,нет,да,да,нет,да,55.80440863436002,49.37107911664844
16:33:080302:420,470.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Приозерная, з/у 45А.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,855628.66,1820.49,,,,,нет,да,нет,нет,нет,да,нет,да,55.80491770224368,49.36688332263122
16:33:080302:614,1241.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",Частная,для индивидуальной жилой застройки,ДРУГОЕ,0,нет,16:33:080302,2357758.65,1899.89,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80253895521012,49.374631632217934
16:33:080302:424,505.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Советская, з/у 21А.",Частная,для строительства жилого дома,ЖИЛОЙ,0,нет,16:33:080302,940585.93,1862.55,,,,,нет,нет,нет,нет,нет,да,нет,да,55.80448003959113,49.37237984713585
16:33:080302:560,984.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка.",,для индивидуального жилищного строительства,ИЖС,0,нет,16:33:080302,1875827.64,1906.33,,,,,да,да,нет,нет,нет,да,нет,да,55.8023173834699,49.37457500832224
16:33:080302:369,856.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Просторная, д. 5.",Частная,для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1638016.43,1913.57,,,,,нет,нет,нет,нет,да,да,нет,да,55.80229389412815,49.37329992089319
16:33:080302:32,1441.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, Пестречинский муниципальный район, Званковское сельское поселение, д Званка, ул. Дачная, д. 6.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2780422.18,1929.51,,,,,да,нет,нет,нет,да,да,нет,да,55.802233771311236,49.37067313526084
16:33:080302:226,886.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Просторная, з/у 3А.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,1695771.13,1913.96,,,,,нет,нет,нет,нет,да,да,нет,да,55.80210992004713,49.37327943249422
16:33:080302:142,1500.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Республика Татарстан, р-н. Пестречинский, д. Званка.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2664094.65,1776.06,,,,,да,нет,нет,нет,да,да,нет,да,55.806251062515415,49.370749199622175
16:33:080302:46,1573.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Дачная, з/у 13.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,3007722.6,1912.09,,,,,нет,нет,нет,нет,да,да,нет,да,55.803090810675066,49.370011638770535
16:33:080302:35,1550.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация,  Республика Татарстан, Пестречинский муниципальный район, Кощаковское сельское поселение, д Званка, ул. Дачная, з/у 12.",,Для сельскохозяйственного производства и строительства дома,СХ,0,нет,16:33:080302,2967418.89,1914.46,,,,,да,нет,нет,нет,нет,нет,нет,да,55.80315893945091,49.37102384476218
16:33:080302:181,619.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Советская, з/у 4.",Частная,Под жилую застройку индивидуальную,ДРУГОЕ,0,нет,16:33:080302,1185039.04,1914.44,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.80153393213053,49.37263906859168
16:33:080302:169,1545.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Пестречинский, с.п. Кощаковское, д Званка, ул Дачная, з/у 28.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:33:080302,2816371.23,1822.89,,,,,да,нет,нет,нет,да,да,нет,да,55.80592476819567,49.37183130392468
