Кадастровый номер,"Площадь, м²",Категория земли,Статус,Адрес,Собственность,ВРИ,Тип ВРИ,Записей о правах,Обременения,Кадастровый квартал,"Кадастровая стоимость, руб.","Удельный показатель, руб./м²","Рыночная стоимость, руб.","Медианная цена, руб./м²",Сделок в выборке,Период сделок,Свободен,ИЖС,СНТ,ДНП,ЛПХ,Под застройку,Общего пользования,Земли НП,Широта,Долгота
16:24:110302:981,712.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 44",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,626647.93,880.1235,,,,,нет,да,нет,нет,нет,да,нет,да,55.551085545792816,49.27901561406263
16:24:110302:837,521.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 23",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,482635.7,926.3641,,,,,нет,да,нет,нет,нет,да,нет,да,55.55269775915082,49.27759435818759
16:24:110302:986,500.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 29",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,433990.95,867.9819,,,,,нет,да,нет,нет,нет,да,нет,да,55.551467404133575,49.28070282282963
16:24:110302:998,512.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 35",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,430072.32,839.985,,,,,нет,да,нет,нет,нет,да,нет,да,55.550707222768835,49.279883220856256
16:24:110302:1002,600.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Мира, з/у 43",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,512214.9,853.6915,,,,,нет,да,нет,нет,нет,да,нет,да,55.550933076853156,49.28112273670406
16:24:110302:475,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Вишневая, з/у 5.",Частная,индивидуальные жилые дома с приусадебными земельными участками,ЖИЛОЙ,0,нет,16:24:110302,652330.08,1087.2168,,,,,нет,нет,нет,нет,нет,да,нет,да,55.545711412504225,49.258557828686115
16:24:110302:752,600.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дружбы, з/у 47",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,532179.3,886.9655,,,,,нет,да,нет,нет,нет,да,нет,да,55.554687321398134,49.28082944534585
16:24:110302:1467,821.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,794417.91,967.6223,,,,,нет,да,нет,нет,нет,да,нет,да,55.550728001215724,49.27203230856349
16:24:110201:50,612.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Тукая, з/у 7.",,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:110201,650400.18,1062.7454,,,,,да,нет,нет,нет,да,да,нет,да,55.54758008676337,49.26248250972399
16:24:110201:44,959.0,Земли населенных пунктов,Ранее учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Дачная, з/у 7.",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:110201,1016447.36,1059.9034,,,,,нет,нет,нет,нет,да,да,нет,да,55.54822464628846,49.2614639777959
16:24:110302:858,600.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Свободы, з/у 34.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,538336.74,897.2279,,,,,нет,да,нет,нет,нет,да,нет,да,55.552872444415826,49.27977633149082
16:24:110302:915,527.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Рябиновая, з/у 11",Частная,индивидуальные жилые дома с приусадебными земельными участками,ЖИЛОЙ,0,нет,16:24:110302,564652.25,1071.4464,,,,,нет,нет,нет,нет,нет,да,нет,да,55.545196184423254,49.26018439808186
16:24:110201:684,1015.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Пушкина, з/у 2а",Частная,Для ведения личного подсобного хозяйства,ЛПХ,0,нет,16:24:110201,1019084.87,1004.02,,,,,нет,нет,нет,нет,да,да,нет,да,55.54980438004106,49.266376656690035
16:24:110302:800,651.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул Победы, з/у 28",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,602890.45,926.099,,,,,нет,да,нет,нет,нет,да,нет,да,55.55300822423414,49.27717406048748
16:24:110302:1982,1156.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 45",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,952754.39,824.18,,,,,нет,да,нет,нет,нет,да,нет,да,55.54411160404932,49.269768028296866
16:24:110302:1957,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Калинина, з/у 2",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,874120.9,874.12,,,,,нет,да,нет,нет,нет,да,нет,да,55.544431235115105,49.26780916149833
16:24:110302:1986,1009.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 37",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,859425.34,851.76,,,,,нет,да,нет,нет,нет,да,нет,да,55.54357692903185,49.26812623626006
16:24:110302:1989,1001.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 31",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,879722.64,878.84,,,,,нет,да,нет,нет,нет,да,нет,да,55.54326176526358,49.26695988786677
16:24:110302:1962,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 1",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,871302.8,871.3,,,,,нет,да,нет,нет,нет,да,нет,да,55.54455864809744,49.268363404236204
16:24:110302:1948,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Калинина, з/у 3",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,895587.1,895.59,,,,,нет,да,нет,нет,нет,да,нет,да,55.54427104322419,49.26700708607347
16:24:110302:1956,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Калинина, з/у 4",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,872911.6,872.91,,,,,нет,да,нет,нет,нет,да,нет,да,55.544659704566186,49.26764363149461
16:24:110302:1994,1003.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 23",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,918074.49,915.33,,,,,нет,да,нет,нет,нет,да,нет,да,55.5427923334492,49.26520442065872
16:24:110302:2031,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Калинина, з/у 25",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1018758.1,1018.76,,,,,нет,да,нет,нет,нет,да,нет,да,55.54714978207977,49.264912225247194
16:24:110302:2044,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Лазурная, з/у 10",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,924612.5,924.61,,,,,нет,да,нет,нет,нет,да,нет,да,55.54565877670568,49.266928745580735
16:24:110302:2029,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Калинина, з/у 21",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,990228.6,990.23,,,,,нет,да,нет,нет,нет,да,нет,да,55.546726711687086,49.265250205058116
16:24:110302:2023,1004.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1046140.79,1041.97,,,,,нет,да,нет,нет,нет,да,нет,да,55.54673739841123,49.2632338627355
16:24:110302:1995,1004.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,929885.62,926.18,,,,,нет,да,нет,нет,нет,да,нет,да,55.54266043696712,49.264824583463266
16:24:110302:2046,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Лазурная, з/у 12",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,897549.8,897.55,,,,,нет,да,нет,нет,нет,да,нет,да,55.54579380733321,49.26751599450562
16:24:110302:2052,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 19",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,969959.2,969.96,,,,,нет,да,нет,нет,нет,да,нет,да,55.54704234374922,49.26662290449396
16:24:110302:2058,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 19",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,998131.8,998.13,,,,,нет,да,нет,нет,нет,да,нет,да,55.54793862792163,49.26720291523804
16:24:110302:2047,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 9",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,926580.8,926.58,,,,,нет,да,нет,нет,нет,да,нет,да,55.54600188225238,49.26736713944456
16:24:110302:2053,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 21",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,969959.2,969.96,,,,,нет,да,нет,нет,нет,да,нет,да,55.54725043539283,49.266474103490516
16:24:110302:2057,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 17",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,999741.8,999.74,,,,,нет,да,нет,нет,нет,да,нет,да,55.54788399416723,49.26679512229646
16:24:110302:2061,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, д Травкино",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,960158.6,960.16,,,,,нет,да,нет,нет,нет,да,нет,да,55.54722295003152,49.26740838378759
16:24:110302:2050,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Кленовая, з/у 15",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,957903.7,957.9,,,,,нет,да,нет,нет,нет,да,нет,да,55.54662615960132,49.26692066021701
16:24:110302:1827,1012.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 177",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,596800.08,589.72,,,,,нет,да,нет,нет,нет,да,нет,да,55.548819066904514,49.29268175503638
16:24:110302:1853,1071.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 153",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,606133.09,565.95,,,,,нет,да,нет,нет,нет,да,нет,да,55.5472193111037,49.29019401794819
16:24:110302:1881,1082.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 189",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,656310.8,606.57,,,,,нет,да,нет,нет,нет,да,нет,да,55.54981497761595,49.294805757251424
16:24:110302:1860,1058.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 147",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,598507.32,565.7,,,,,нет,да,нет,нет,нет,да,нет,да,55.54695830006478,49.289015016952554
16:24:110302:1886,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1156849.0,1156.85,,,,,нет,да,нет,нет,нет,да,нет,да,55.55040177359255,49.25608451736972
16:24:110302:1919,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1113700.7,1113.7,,,,,нет,да,нет,нет,нет,да,нет,да,55.54869454395796,49.258660576667125
16:24:110302:1891,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1138909.4,1138.91,,,,,нет,да,нет,нет,нет,да,нет,да,55.5501773138684,49.25714165191219
16:24:110302:1888,1048.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1201601.59,1146.57,,,,,нет,да,нет,нет,нет,да,нет,да,55.54986683952311,49.256095586502994
16:24:110302:1943,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1133469.5,1133.47,,,,,нет,да,нет,нет,нет,да,нет,да,55.550721076953906,49.25765882049258
16:24:110302:1896,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1120560.3,1120.56,,,,,нет,да,нет,нет,нет,да,нет,да,55.549884344233156,49.25779690988412
16:24:110302:1895,1072.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Магазины,ДРУГОЕ,0,нет,16:24:110302,969998.24,904.85,,,,,нет,нет,нет,нет,нет,нет,нет,да,55.55078537410284,49.25585113224249
16:24:110302:1934,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1104503.6,1104.5,,,,,нет,да,нет,нет,нет,да,нет,да,55.547602416296016,49.25919797407154
16:24:110302:1894,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан, Лаишевский муниципальный район, Кирбинское сельское поселение, деревня Травкино ",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,1119996.6,1120.0,,,,,нет,да,нет,нет,нет,да,нет,да,55.54997198346963,49.258183747525074
16:24:110302:2722,1078.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 101",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,680097.8,630.89,,,,,нет,да,нет,нет,нет,да,нет,да,55.54580348645925,49.28008458613603
16:24:110302:2725,1028.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 95",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,676467.18,658.04,,,,,нет,да,нет,нет,нет,да,нет,да,55.54562694427227,49.279001289676735
16:24:110302:2730,1012.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 87",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,676247.14,668.23,,,,,нет,да,нет,нет,нет,да,нет,да,55.54545881561428,49.27744997280034
16:24:110302:2786,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Лазурная, з/у 23.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,801492.8,801.49,,,,,нет,да,нет,нет,нет,да,нет,да,55.54636620478168,49.271904471169044
16:24:110302:2695,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Семейная, з/у 20",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,947769.4,947.77,,,,,нет,да,нет,нет,нет,да,нет,да,55.54748333527291,49.268622453285595
16:24:110302:2727,1012.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 91",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,673953.14,665.96,,,,,нет,да,нет,нет,нет,да,нет,да,55.545522780009414,49.27823116041724
16:24:110302:2736,1002.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 75",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,717468.97,716.04,,,,,нет,да,нет,нет,нет,да,нет,да,55.54518000819421,49.275056766141674
16:24:110302:2750,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Звездная, з/у 15",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,906475.5,906.48,,,,,нет,да,нет,нет,нет,да,нет,да,55.54725788756791,49.26966832179367
16:24:110302:2774,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 20",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,797708.7,797.71,,,,,нет,да,нет,нет,нет,да,нет,да,55.544875151904094,49.270688616187634
16:24:110302:2757,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Звездная, з/у 11",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,889701.9,889.7,,,,,нет,да,нет,нет,нет,да,нет,да,55.54684169618601,49.26996598357455
16:24:110302:2721,1007.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 103",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,638470.93,634.03,,,,,нет,да,нет,нет,нет,да,нет,да,55.54581606804525,49.2804665589908
16:24:110302:2726,1034.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 93",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,680447.38,658.07,,,,,нет,да,нет,нет,нет,да,нет,да,55.54560969147542,49.278587362841826
16:24:110302:2719,1125.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Залесная, з/у 107",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,687475.58,611.09,,,,,нет,да,нет,нет,нет,да,нет,да,55.5459132428355,49.2812215530258
16:24:110302:2778,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 40",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,878726.3,878.73,,,,,нет,да,нет,нет,нет,да,нет,да,55.54953557865524,49.27652474031489
16:24:110302:2772,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Звездная, з/у 1",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,797829.3,797.83,,,,,нет,да,нет,нет,нет,да,нет,да,55.54521824402316,49.271127034018505
16:24:110302:2801,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 35",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,883201.9,883.2,,,,,нет,да,нет,нет,нет,да,нет,да,55.54764655273114,49.27030497357117
16:24:110302:2802,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 39",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,876814.8,876.81,,,,,нет,да,нет,нет,нет,да,нет,да,55.5479621280626,49.271677745417996
16:24:110302:2788,1000.0,Земли населенных пунктов,Учтенный,"Местоположение установлено относительно ориентира, расположенного в границах участка. Почтовый адрес ориентира: Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Лазурная, з/у 22.",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,851845.3,851.85,,,,,нет,да,нет,нет,нет,да,нет,да,55.54660608702103,49.271049122686996
16:24:110302:2809,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Славы, з/у 12",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,833307.6,833.31,,,,,нет,да,нет,нет,нет,да,нет,да,55.54733783351463,49.27212419597656
16:24:110302:2806,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Славы, з/у 14",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,853187.1,853.19,,,,,нет,да,нет,нет,нет,да,нет,да,55.547545913837574,49.27197542283209
16:24:110302:2819,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Славы, з/у 6",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,780253.3,780.25,,,,,нет,да,нет,нет,нет,да,нет,да,55.54613056052516,49.27298758546425
16:24:110302:2816,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Лазурная, з/у 27",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,789194.7,789.19,,,,,нет,да,нет,нет,нет,да,нет,да,55.546681726365065,49.27327721091283
16:24:110302:2805,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Славы, з/у 16",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,876814.8,876.81,,,,,нет,да,нет,нет,нет,да,нет,да,55.5477540120614,49.27182658485554
16:24:110302:2804,1000.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Каштановая, з/у 15",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,876814.8,876.81,,,,,нет,да,нет,нет,нет,да,нет,да,55.54788901919078,49.272413850070265
16:24:110302:2800,1002.0,Земли населенных пунктов,Учтенный,"Российская Федерация, Республика Татарстан (Татарстан), м.р-н Лаишевский, с.п. Кирбинское, д Травкино, ул. Парковая, з/у 36",Частная,Для индивидуального жилищного строительства,ИЖС,0,нет,16:24:110302,880483.95,878.73,,,,,нет,да,нет,нет,нет,да,нет,да,55.54936628978211,49.275786995404516
